Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
99,Kevin Edwards\edwarke01,SG,25,MIA,79,2000,13.7,0.46799999999999997,0.091,0.23,4.4,7.1,5.7,18.8,3.1,1.4,13.8,24.1,,-0.6,2.2,1.6,0.039,,-1.5,0.3,-1.2,0.4,East
100,Craig Ehlo\ehlocr01,SG,29,CLE,82,2766,12.0,0.498,0.193,0.18100000000000002,6.0,10.3,8.1,19.5,2.2,0.7,16.1,15.7,,0.9,2.4,3.4,0.057999999999999996,,-0.2,1.0,0.8,2.0,East
101,Mario Elie\eliema01,SF-SG,27,TOT,33,644,12.9,0.598,0.063,0.56,7.9,10.9,9.4,9.0,1.4,0.9,13.1,14.2,,1.3,0.3,1.6,0.122,,0.5,-0.5,-0.1,0.3,NaN
101,Mario Elie\eliema01,SG,27,PHI,3,20,-3.6,0.381,0.28600000000000003,0.28600000000000003,0.0,5.5,2.8,7.0,0.0,0.0,27.6,23.8,,-0.1,0.0,-0.1,-0.247,,-11.3,-4.8,-16.1,-0.1,East
101,Mario Elie\eliema01,SF,27,GSW,30,624,13.4,0.607,0.053,0.5720000000000001,8.1,11.1,9.6,9.1,1.4,1.0,12.4,13.9,,1.4,0.3,1.7,0.134,,0.9,-0.4,0.5,0.4,West
102,Sean Elliott\elliose01,SF,22,SAS,82,3044,14.2,0.564,0.066,0.41200000000000003,5.4,10.8,8.3,11.1,1.1,0.7,11.3,17.8,,5.1,3.7,8.8,0.138,,1.0,0.6,1.6,2.8,West
103,Dale Ellis\ellisda01,SG,30,TOT,51,1424,17.0,0.542,0.21899999999999997,0.231,5.4,9.1,7.3,10.6,1.7,0.4,9.3,26.0,,2.2,1.0,3.2,0.109,,2.1,-2.5,-0.5,0.6,NaN
103,Dale Ellis\ellisda01,SG,30,SEA,30,800,16.0,0.527,0.228,0.215,4.1,9.7,6.9,12.2,2.1,0.2,10.3,25.0,,1.0,0.6,1.6,0.09699999999999999,,1.6,-2.1,-0.4,0.3,West
103,Dale Ellis\ellisda01,SG,30,MIL,21,624,18.2,0.5589999999999999,0.20800000000000002,0.251,7.1,8.4,7.7,8.5,1.3,0.5,8.1,27.2,,1.2,0.4,1.6,0.124,,2.7,-3.2,-0.5,0.2,East
104,Pervis Ellison\ellispe01,C,23,WSB,76,1942,15.9,0.542,0.009000000000000001,0.336,12.6,20.4,16.5,7.7,1.2,4.8,16.7,18.8,,1.1,2.9,4.0,0.1,,-1.4,2.1,0.7,1.3,East
105,A.J. English\engliaj01,SG,23,WSB,70,1443,10.6,0.48,0.054000000000000006,0.27399999999999997,5.0,6.2,5.6,18.0,0.9,0.6,15.1,21.8,,-0.5,0.7,0.2,0.008,,-2.5,-2.3,-4.8,-1.0,East
106,Alex English*\englial01,SF,37,DAL,79,1748,12.2,0.48,0.001,0.191,7.0,9.5,8.3,9.5,1.2,0.9,11.3,22.7,,-0.2,0.8,0.6,0.017,,-2.6,-1.7,-4.3,-1.0,West
107,Patrick Ewing*\ewingpa01,C,28,NYK,81,3104,23.7,0.561,0.004,0.379,7.4,25.7,16.8,14.1,1.3,5.0,13.2,31.1,,4.4,5.6,10.0,0.155,,1.3,2.6,3.9,4.6,East
108,Jim Farmer\farmeji01,SG,26,TOT,27,456,12.2,0.507,0.10300000000000001,0.29100000000000004,5.6,9.0,7.1,10.9,1.2,0.2,13.1,22.5,,0.2,-0.1,0.1,0.01,,-1.8,-3.6,-5.4,-0.4,NaN
108,Jim Farmer\farmeji01,SG,26,PHI,2,13,10.9,0.381,0.14300000000000002,0.28600000000000003,17.6,25.4,21.6,0.0,0.0,0.0,11.3,29.8,,0.0,0.0,0.0,-0.068,,-9.7,-10.9,-20.6,-0.1,East
108,Jim Farmer\farmeji01,SG,26,DEN,25,443,12.3,0.511,0.102,0.292,5.2,8.5,6.7,11.2,1.2,0.2,13.2,22.3,,0.2,-0.1,0.1,0.012,,-1.5,-3.4,-4.9,-0.3,West
109,Dave Feitl\feitlda01,C,28,HOU,52,372,8.2,0.43,0.021,0.314,8.4,20.2,14.3,3.0,0.4,1.9,13.6,20.4,,-0.4,0.5,0.2,0.022000000000000002,,-7.3,-1.7,-9.0,-0.7,West
110,Duane Ferrell\ferredu01,SF,25,ATL,78,1165,12.4,0.5589999999999999,0.008,0.43799999999999994,8.8,7.9,8.4,6.8,1.4,1.4,15.5,17.8,,1.3,0.6,1.9,0.079,,-0.9,-1.0,-1.9,0.0,East
111,Danny Ferry\ferryda01,PF,24,CLE,81,1661,10.9,0.491,0.12,0.23600000000000002,6.9,13.0,10.0,13.0,1.3,0.9,14.5,21.8,,-0.4,1.3,1.0,0.027999999999999997,,-2.2,-1.0,-3.2,-0.5,East
112,Vern Fleming\flemive01,PG,28,IND,69,1929,17.2,0.5710000000000001,0.027000000000000003,0.32899999999999996,5.1,7.5,6.4,27.9,1.9,0.4,15.1,19.7,,3.8,0.6,4.4,0.109,,2.2,-1.7,0.5,1.2,East
113,Sleepy Floyd\floydsl01,PG,30,HOU,82,1850,16.1,0.48,0.187,0.262,3.0,6.1,4.6,26.4,2.5,0.5,11.8,26.4,,1.3,2.3,3.7,0.096,,0.3,-1.0,-0.7,0.6,West
114,Greg Foster\fostegr01,PF,22,WSB,54,606,10.9,0.496,0.024,0.289,9.3,17.9,13.6,8.8,1.0,2.1,15.9,19.5,,-0.1,0.7,0.6,0.046,,-3.7,-0.5,-4.1,-0.3,East
115,Anthony Frederick\fredean01,SF,26,SAC,35,475,11.2,0.455,0.0,0.35700000000000004,8.4,11.8,10.0,14.4,2.3,1.7,17.1,21.6,,-0.5,0.5,0.0,-0.001,,-4.0,0.2,-3.8,-0.2,West
116,Corey Gaines\gaineco01,SG,25,DEN,10,226,15.2,0.51,0.3,0.371,1.5,4.6,2.9,46.6,1.9,0.5,22.0,16.3,,0.3,0.0,0.3,0.061,,-0.9,-6.1,-7.0,-0.3,West
117,Kevin Gamble\gamblke01,SF,25,BOS,82,2706,16.3,0.62,0.008,0.243,3.8,6.9,5.4,13.0,1.8,0.7,12.5,18.4,,6.0,2.3,8.3,0.147,,2.4,-0.3,2.1,2.8,East
118,Winston Garland\garlawi01,PG,26,LAC,69,1702,12.1,0.48,0.05,0.303,2.9,9.8,6.3,25.6,2.7,0.4,16.5,16.8,,0.4,2.0,2.4,0.069,,-1.7,0.7,-1.0,0.4,West
119,Tom Garrick\garrito01,SG,24,LAC,67,949,13.3,0.48,0.09300000000000001,0.335,4.5,10.0,7.2,31.3,3.1,0.1,19.6,14.4,,0.6,1.2,1.8,0.08900000000000001,,-1.5,0.3,-1.2,0.2,West
120,Kenny Gattison\gattike01,PF,26,CHH,72,1552,14.4,0.574,0.004,0.5429999999999999,9.8,18.5,14.0,4.2,1.5,2.7,15.3,18.3,,1.4,1.5,3.0,0.092,,-1.5,0.3,-1.2,0.3,East
121,Tate George\georgta01,PG,22,NJN,56,594,10.5,0.456,0.01,0.207,3.2,5.1,4.1,25.0,2.0,0.5,16.6,17.1,,0.0,0.4,0.4,0.032,,-3.5,-2.1,-5.7,-0.5,East
122,Derrick Gervin\gervide01,PF,27,NJN,56,743,13.3,0.478,0.071,0.289,5.4,10.3,7.8,6.6,1.2,1.5,9.2,26.5,,0.2,0.6,0.8,0.054000000000000006,,-3.0,-3.1,-6.1,-0.8,East
123,Kendall Gill\gillke01,SG,22,CHH,82,1944,15.4,0.494,0.017,0.218,6.0,9.6,7.8,24.5,2.6,1.2,15.1,23.6,,0.2,1.6,1.8,0.044000000000000004,,-0.1,0.5,0.4,1.2,East
124,Armen Gilliam\gilliar01,PF,26,TOT,75,2644,15.5,0.542,0.002,0.32899999999999996,9.4,16.2,12.8,6.2,1.3,1.2,13.2,21.6,,2.3,2.3,4.6,0.083,,-0.7,-0.5,-1.2,0.5,NaN
124,Armen Gilliam\gilliar01,PF,26,CHH,25,949,17.6,0.5660000000000001,0.0,0.337,10.1,18.4,14.2,4.6,1.8,1.4,12.8,22.5,,1.1,0.9,2.0,0.102,,0.1,-0.3,-0.2,0.4,East
124,Armen Gilliam\gilliar01,PF,26,PHI,50,1695,14.3,0.527,0.003,0.324,9.1,14.9,12.1,7.1,1.0,1.1,13.4,21.1,,1.1,1.4,2.6,0.07200000000000001,,-1.1,-0.6,-1.7,0.1,East
125,Gerald Glass\glassge01,SF,23,MIN,51,606,15.9,0.47100000000000003,0.05,0.22399999999999998,9.7,9.8,9.8,12.1,2.4,0.9,9.9,29.4,,0.1,0.4,0.5,0.036000000000000004,,-0.6,-2.8,-3.4,-0.2,West
126,Mike Gminski\gminsmi01,C,31,TOT,80,2196,14.0,0.48100000000000004,0.017,0.196,9.6,20.8,15.1,6.4,0.9,1.5,8.8,18.8,,0.9,2.0,2.9,0.063,,-2.2,-0.4,-2.6,-0.3,NaN
126,Mike Gminski\gminsmi01,C,31,PHI,30,791,12.7,0.436,0.027999999999999997,0.222,10.3,18.1,14.3,6.1,1.0,2.5,9.0,18.9,,-0.1,0.9,0.7,0.045,,-3.2,0.0,-3.2,-0.2,East
126,Mike Gminski\gminsmi01,C,31,CHH,50,1405,14.7,0.505,0.011000000000000001,0.18100000000000002,9.2,22.4,15.6,6.5,0.8,1.0,8.7,18.8,,1.0,1.1,2.1,0.073,,-1.6,-0.6,-2.2,-0.1,East
127,Dan Godfread\godfrda01,C,23,MIN,10,20,20.3,0.47200000000000003,0.083,0.33299999999999996,0.0,12.4,5.8,0.0,2.6,12.7,0.0,29.6,,0.0,0.0,0.1,0.142,,-4.7,-0.6,-5.3,0.0,West
128,Jim Grandholm\grandji01,PF,30,DAL,26,168,16.5,0.5870000000000001,0.293,0.36200000000000004,13.6,20.3,17.0,7.4,0.6,3.0,14.1,20.6,,0.3,0.2,0.4,0.12300000000000001,,0.7,-1.5,-0.9,0.0,West
129,Gary Grant\grantga01,PG,25,LAC,68,2105,12.1,0.47600000000000003,0.066,0.126,3.5,7.3,5.3,38.2,2.4,0.3,25.3,16.0,,-0.4,2.1,1.7,0.038,,-1.9,-0.7,-2.6,-0.3,West
130,Greg Grant\grantgr01,PG,24,NYK,22,107,9.2,0.439,0.111,0.222,1.1,9.4,5.4,25.4,4.3,0.0,25.2,16.2,,-0.1,0.2,0.0,0.012,,-4.8,0.6,-4.2,-0.1,East
131,Harvey Grant\grantha01,PF,25,WSB,77,2842,16.5,0.527,0.012,0.203,6.9,14.6,10.7,11.2,1.6,1.3,8.6,21.4,,3.7,3.0,6.7,0.11199999999999999,,0.7,0.4,1.1,2.2,East
132,Horace Grant\grantho01,PF,25,CHI,78,2641,17.6,0.585,0.008,0.37799999999999995,12.0,17.3,14.7,8.8,1.8,1.6,9.7,15.3,,6.6,3.8,10.3,0.188,,2.6,1.8,4.4,4.3,East
133,Stuart Gray\grayst01,C,27,NYK,8,37,5.1,0.413,0.0,0.25,6.4,24.3,15.5,0.0,0.0,1.6,13.1,18.1,,-0.1,0.0,0.0,-0.013000000000000001,,-10.1,-5.3,-15.3,-0.1,East
134,Jeff Grayer\grayeje01,SG,25,MIL,82,1422,11.8,0.474,0.006,0.303,9.1,11.5,10.3,12.5,1.7,0.4,13.5,19.2,,0.3,1.2,1.5,0.049,,-2.0,-0.5,-2.5,-0.2,East
135,A.C. Green\greenac01,PF,27,LAL,82,2164,13.8,0.556,0.10099999999999999,0.557,11.3,16.2,13.8,4.5,1.4,0.6,12.8,15.6,,3.2,2.9,6.1,0.135,,0.0,0.6,0.5,1.4,West
136,Rickey Green\greenri01,PG,36,PHI,79,2248,13.1,0.506,0.05,0.195,1.7,5.1,3.4,27.4,1.3,0.2,12.1,17.3,,2.3,1.0,3.3,0.07,,-0.7,-2.6,-3.3,-0.7,East
137,Sidney Green\greensi02,PF,30,SAS,66,1099,11.6,0.515,0.008,0.273,10.4,20.5,15.7,6.8,1.4,0.7,17.1,19.7,,0.1,1.9,1.9,0.085,,-3.0,0.0,-3.0,-0.3,West
138,Dave Greenwood\greenda01,PF,33,SAS,63,1018,7.8,0.568,0.012,0.556,7.0,16.5,12.0,6.6,1.4,1.5,25.2,11.5,,0.0,1.6,1.7,0.079,,-3.3,1.9,-1.4,0.2,West
139,Darrell Griffith\griffda01,SG,32,UTA,75,1005,8.6,0.46299999999999997,0.31,0.10099999999999999,2.1,8.0,5.3,5.8,2.1,0.4,9.4,22.6,,-1.1,1.2,0.0,0.002,,-3.3,-1.6,-5.0,-0.8,West
140,Scott Haffner\haffnsc01,PG,24,CHH,7,50,9.9,0.38799999999999996,0.095,0.095,4.5,4.7,4.6,26.9,3.0,1.2,15.5,22.1,,-0.1,0.0,-0.1,-0.057999999999999996,,-3.9,-1.4,-5.3,0.0,East
141,Jack Haley\haleyja01,PF,27,NJN,78,1178,11.8,0.513,0.0,0.528,12.0,20.0,15.8,3.8,0.8,1.0,13.0,16.6,,0.9,1.3,2.2,0.09,,-3.0,-1.6,-4.7,-0.8,East
142,Tom Hammonds\hammoto01,PF,23,WSB,70,1023,9.6,0.495,0.012,0.235,6.2,15.9,11.0,6.0,0.7,0.4,12.7,17.3,,0.0,0.8,0.8,0.038,,-4.1,-1.8,-5.9,-1.0,East
143,Bob Hansen\hansebo01,SG,30,SAC,36,811,8.1,0.42100000000000004,0.27,0.141,4.5,9.1,6.7,16.7,1.2,0.4,11.1,16.5,,-0.5,0.4,-0.1,-0.004,,-2.8,-1.4,-4.2,-0.4,West
144,Tim Hardaway\hardati01,PG,24,GSW,82,3215,20.9,0.547,0.162,0.24600000000000002,3.0,8.4,5.7,36.8,3.1,0.2,13.6,24.7,,7.4,2.5,9.9,0.14800000000000002,,4.7,-0.7,4.0,4.9,West
145,Derek Harper\harpede01,PG,29,DAL,77,2879,19.4,0.5429999999999999,0.201,0.319,2.3,6.9,4.6,30.7,2.6,0.3,11.2,24.2,,5.7,2.0,7.6,0.127,,4.1,-1.3,2.8,3.5,West
146,Ron Harper\harpero01,SG,27,LAC,39,1383,14.5,0.46299999999999997,0.203,0.298,4.4,10.3,7.3,23.2,2.3,1.5,13.5,28.0,,-0.8,1.6,0.9,0.03,,0.3,0.4,0.7,1.0,West
147,Tony Harris\harrito01,SG,23,PHI,6,41,-5.0,0.282,0.125,0.25,0.0,2.7,1.4,0.0,1.2,0.0,14.5,22.1,,-0.2,0.0,-0.2,-0.248,,-12.5,-4.8,-17.4,-0.2,East
148,Scott Hastings\hastisc01,PF,30,DET,27,113,15.8,0.7120000000000001,0.14300000000000002,0.46399999999999997,14.1,14.2,14.2,9.3,0.0,0.0,17.2,15.8,,0.4,0.1,0.5,0.21600000000000003,,2.6,-1.3,1.3,0.1,East
149,Hersey Hawkins\hawkihe01,SG,24,PHI,80,3110,19.4,0.5920000000000001,0.21600000000000003,0.44,1.8,9.3,5.6,15.3,2.9,0.7,12.5,24.0,,6.5,3.3,9.8,0.151,,3.4,0.0,3.5,4.3,East
150,Gerald Henderson\hendege01,PG,35,DET,23,392,10.1,0.48700000000000004,0.179,0.179,2.3,8.5,5.4,23.3,1.6,0.3,18.2,17.3,,0.0,0.5,0.5,0.061,,-2.1,-0.3,-2.4,0.0,East
151,Steve Henson\hensost01,PG,22,MIL,68,690,11.5,0.516,0.28600000000000003,0.222,2.4,6.5,4.4,26.2,2.3,0.0,17.2,15.6,,0.7,0.6,1.2,0.085,,-1.1,-2.2,-3.4,-0.2,East
152,Mike Higgins\higgimi01,SF,23,SAC,7,61,4.1,0.612,0.0,0.7,7.2,1.9,4.6,4.8,0.0,2.1,23.4,12.2,,0.0,0.0,0.0,0.017,,-4.1,-1.7,-5.8,-0.1,West
153,Rod Higgins\higgiro01,SF,31,GSW,82,2024,13.4,0.589,0.39399999999999996,0.40399999999999997,5.9,13.3,9.6,7.2,1.2,1.1,9.0,14.3,,4.2,1.2,5.3,0.127,,1.7,-0.7,0.9,1.5,West
154,Sean Higgins\higgise01,SF,22,SAS,50,464,9.1,0.49700000000000005,0.09,0.156,4.5,10.2,7.5,11.6,0.8,0.1,17.8,24.8,,-0.5,0.5,0.0,0.0,,-4.3,-2.5,-6.8,-0.6,West
155,Tyrone Hill\hillty01,PF,22,GSW,74,1192,10.5,0.5329999999999999,0.0,0.508,14.5,20.9,17.7,2.1,1.3,1.5,16.4,14.7,,0.9,1.1,2.1,0.084,,-2.4,-1.5,-3.9,-0.6,West
156,Roy Hinson\hinsoro01,PF,29,NJN,9,91,11.1,0.508,0.0,0.077,6.7,15.6,11.0,7.1,0.0,1.9,13.0,20.5,,0.0,0.1,0.1,0.036000000000000004,,-4.1,-2.4,-6.5,-0.1,East
157,Craig Hodges\hodgecr01,SG,30,CHI,73,843,12.4,0.509,0.33399999999999996,0.078,1.4,4.4,2.9,15.4,2.0,0.1,9.0,19.8,,1.0,0.8,1.7,0.099,,-0.2,-3.1,-3.3,-0.3,East
158,Dave Hoppen\hoppeda01,C,26,TOT,30,155,11.7,0.596,0.045,0.5,13.1,15.7,14.4,2.9,1.0,0.4,19.5,18.5,,0.1,0.1,0.2,0.073,,-2.5,-3.3,-5.8,-0.1,NaN
158,Dave Hoppen\hoppeda01,C,26,CHH,19,112,11.2,0.604,0.031,0.313,14.0,16.9,15.4,4.0,0.9,0.6,24.8,18.4,,0.0,0.1,0.1,0.038,,-2.8,-2.2,-5.0,-0.1,East
158,Dave Hoppen\hoppeda01,C,26,PHI,11,43,13.2,0.579,0.083,1.0,10.7,12.8,11.7,0.0,1.2,0.0,5.5,18.6,,0.1,0.0,0.1,0.16399999999999998,,-1.5,-6.2,-7.8,-0.1,East
159,Dennis Hopson\hopsode01,SF,25,CHI,61,728,10.0,0.47100000000000003,0.02,0.34,8.0,9.6,8.8,11.5,1.7,1.2,17.4,19.9,,-0.3,0.8,0.5,0.035,,-3.2,-0.5,-3.8,-0.3,East
160,Jeff Hornacek\hornaje01,SG,27,PHO,80,2733,17.8,0.5870000000000001,0.139,0.213,3.1,9.4,6.4,21.2,1.9,0.3,10.2,19.1,,6.9,2.8,9.7,0.171,,3.6,0.1,3.7,4.0,West
161,Jay Humphries\humphja01,PG,28,MIL,80,2726,17.4,0.57,0.168,0.249,2.4,7.3,4.8,29.7,2.4,0.2,12.4,19.1,,6.3,2.3,8.6,0.152,,3.0,-1.1,2.0,2.7,East
162,Byron Irvin\irvinby01,SG,24,WSB,33,316,17.5,0.5489999999999999,0.039,0.473,8.3,7.3,7.8,11.4,2.3,0.4,9.3,22.7,,0.7,0.3,0.9,0.14300000000000002,,0.7,-1.9,-1.2,0.1,East
163,Mark Jackson\jacksma01,PG,25,NYK,72,1595,18.2,0.545,0.1,0.315,4.6,9.5,7.1,42.2,1.9,0.3,18.9,19.5,,2.7,1.5,4.2,0.126,,1.7,-1.4,0.4,1.0,East
164,Dave Jamerson\jamerda01,SG,23,HOU,37,202,12.2,0.452,0.168,0.239,4.8,11.0,7.9,20.8,1.4,0.3,13.8,29.5,,-0.1,0.2,0.1,0.026000000000000002,,-2.8,-2.2,-5.0,-0.2,West
165,Henry James\jameshe01,PF,25,CLE,37,505,14.7,0.525,0.23600000000000002,0.28300000000000003,6.0,12.1,9.1,10.6,1.5,0.6,11.5,27.9,,0.2,0.4,0.6,0.053,,-0.3,-3.2,-3.5,-0.2,East
166,Les Jepsen\jepsele01,C,23,GSW,21,105,7.7,0.35,0.027999999999999997,0.25,17.8,21.0,19.4,1.2,0.4,1.7,7.0,16.3,,-0.1,0.1,0.0,0.01,,-5.7,-4.2,-9.9,-0.2,West
167,Avery Johnson\johnsav01,PG,25,TOT,68,959,13.4,0.507,0.032,0.314,2.4,6.0,4.3,31.4,2.3,0.2,19.0,16.2,,0.7,0.9,1.6,0.08199999999999999,,-1.8,-1.8,-3.6,-0.4,NaN
167,Avery Johnson\johnsav01,PG,25,DEN,21,217,14.2,0.48100000000000004,0.059000000000000004,0.47100000000000003,3.6,5.8,4.6,41.5,2.7,0.5,24.8,17.7,,0.0,0.0,0.1,0.013999999999999999,,-2.5,-3.7,-6.2,-0.2,West
167,Avery Johnson\johnsav01,PG,25,SAS,47,742,13.2,0.517,0.024,0.263,2.0,6.1,4.2,28.5,2.2,0.2,16.8,15.7,,0.7,0.9,1.6,0.10099999999999999,,-1.6,-1.3,-2.8,-0.2,West
168,Buck Johnson\johnsbu01,SF,27,HOU,73,2279,12.9,0.512,0.017,0.247,5.1,10.3,7.7,9.2,1.7,1.2,11.2,19.7,,1.6,3.0,4.6,0.09699999999999999,,-1.5,1.0,-0.5,0.9,West
169,Eddie Johnson\johnsed03,SG,31,TOT,81,2085,17.8,0.5479999999999999,0.107,0.22899999999999998,6.0,9.3,7.7,8.5,1.4,0.3,9.0,27.2,,4.3,1.2,5.5,0.127,,1.8,-3.1,-1.3,0.4,NaN
169,Eddie Johnson\johnsed03,SG,31,PHO,15,312,14.5,0.511,0.113,0.156,5.9,10.0,8.1,8.7,1.4,0.4,10.8,29.1,,0.0,0.3,0.3,0.051,,-0.9,-2.9,-3.9,-0.1,West
169,Eddie Johnson\johnsed03,SG,31,SEA,66,1773,18.4,0.555,0.106,0.244,6.1,9.2,7.6,8.5,1.4,0.3,8.6,26.9,,4.2,0.9,5.2,0.14,,2.3,-3.1,-0.8,0.5,West
170,Kevin Johnson\johnske02,PG,24,PHO,77,2772,23.7,0.604,0.038,0.5379999999999999,2.2,8.1,5.3,40.7,2.8,0.2,16.0,24.8,,9.5,3.3,12.7,0.22,,5.6,-0.4,5.2,5.1,West
171,Magic Johnson*\johnsma02,PG,31,LAL,79,2933,25.1,0.623,0.256,0.5870000000000001,4.3,16.9,10.9,49.3,1.8,0.3,20.4,22.9,,11.2,4.2,15.4,0.251,,7.1,1.2,8.3,7.6,West
172,Steve Johnson\johnsst03,C,33,GSW,24,228,9.6,0.568,0.0,0.5870000000000001,8.7,18.8,13.8,9.9,0.8,1.0,24.0,18.3,,0.0,0.2,0.2,0.034,,-3.3,-1.2,-4.4,-0.1,West
173,Vinnie Johnson\johnsvi01,SG,34,DET,82,2390,12.8,0.466,0.036000000000000004,0.223,5.2,8.2,6.7,17.8,1.6,0.4,10.3,21.0,,1.0,2.8,3.8,0.077,,-0.6,0.6,-0.1,1.2,East
174,Charles Jones\jonesch01,C,33,WSB,62,1499,9.4,0.5579999999999999,0.0,0.40299999999999997,8.6,17.6,13.1,4.0,1.7,4.9,24.0,5.3,,0.6,2.3,2.9,0.092,,-3.3,4.5,1.2,1.2,East
175,Michael Jordan*\jordami01,SG,27,CHI,82,3034,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,,14.9,5.4,20.3,0.321,,8.9,1.8,10.8,9.8,East
176,Shawn Kemp\kempsh01,PF,21,SEA,81,2442,17.6,0.551,0.013000000000000001,0.48,12.9,20.5,16.6,8.5,1.6,3.3,15.5,22.4,,3.1,3.0,6.1,0.121,,0.8,1.1,1.9,2.4,West
177,Steve Kerr\kerrst01,PG,25,CLE,57,905,10.9,0.55,0.278,0.23800000000000002,0.6,4.1,2.4,20.3,1.6,0.3,14.0,13.8,,0.9,0.4,1.3,0.071,,-1.7,-2.9,-4.5,-0.6,East
178,Jerome Kersey\kerseje01,SF,28,POR,73,2359,15.6,0.526,0.015,0.369,8.0,14.5,11.3,13.4,2.0,2.0,12.6,20.3,,2.9,3.8,6.7,0.136,,0.4,2.5,2.9,2.9,West
179,Alec Kessler\kesslal01,C,24,MIA,78,1259,8.4,0.462,0.009000000000000001,0.28,10.0,20.0,14.9,3.7,0.7,1.3,17.0,20.5,,-1.4,1.2,-0.1,-0.005,,-5.9,-1.9,-7.8,-1.8,East
180,Randolph Keys\keysra01,SF,24,CHH,44,473,7.3,0.439,0.09699999999999999,0.228,9.5,15.0,12.2,5.4,2.3,2.0,18.0,17.5,,-0.6,0.5,-0.2,-0.018000000000000002,,-4.7,0.6,-4.1,-0.2,East
181,Bo Kimble\kimblbo01,SG,24,LAC,62,1004,7.7,0.456,0.156,0.285,4.4,8.4,6.4,10.8,1.4,0.5,14.1,22.1,,-0.8,0.8,0.0,0.0,,-3.7,-1.6,-5.3,-0.8,West
182,Bernard King*\kingbe01,SF,34,WSB,64,2401,19.1,0.527,0.024,0.321,5.2,9.4,7.3,21.8,1.1,0.4,12.9,34.4,,1.9,1.6,3.5,0.07,,2.4,-2.2,0.1,1.3,East
183,Stacey King\kingst01,PF,24,CHI,76,1198,10.2,0.523,0.006,0.455,7.2,13.2,10.2,6.9,1.0,2.2,18.5,17.6,,0.1,1.4,1.5,0.059000000000000004,,-3.2,-0.1,-3.3,-0.4,East
184,Greg Kite\kitegr01,C,29,ORL,82,2225,7.4,0.504,0.0,0.364,9.0,20.1,14.4,3.5,0.5,2.2,20.6,9.0,,0.0,2.0,2.0,0.043,,-3.4,1.7,-1.7,0.2,West
185,Joe Kleine\kleinjo01,C,29,BOS,72,850,9.9,0.519,0.009000000000000001,0.317,10.1,20.7,15.8,3.0,0.9,0.9,17.6,14.9,,0.2,1.0,1.2,0.069,,-3.5,-1.3,-4.8,-0.6,East
186,Negele Knight\knighne01,PG,23,PHO,64,792,12.1,0.47100000000000003,0.081,0.38299999999999995,2.9,6.7,4.9,32.6,1.2,0.5,17.4,22.4,,0.0,0.6,0.6,0.037000000000000005,,-1.9,-2.7,-4.5,-0.5,West
187,Bart Kofoed\kofoeba01,SG,26,GSW,5,21,0.7,0.266,0.0,2.0,10.5,5.2,7.9,21.2,0.0,0.0,26.2,14.5,,0.0,0.0,-0.1,-0.11599999999999999,,-6.5,-2.9,-9.4,0.0,West
188,Jon Koncak\koncajo01,C,27,ATL,77,1931,8.4,0.45399999999999996,0.025,0.168,5.5,16.0,10.6,8.3,1.9,2.4,12.7,8.4,,0.6,1.9,2.5,0.062,,-2.3,3.0,0.7,1.3,East
189,Frank Kornet\kornefr01,PF,24,MIL,32,157,6.2,0.428,0.29,0.21,7.5,10.8,9.1,8.3,1.6,0.4,14.0,21.5,,-0.2,0.1,-0.1,-0.023,,-4.0,-2.5,-6.4,-0.2,East
190,Bill Laimbeer\laimbbi01,C,33,DET,82,2668,14.2,0.536,0.161,0.18899999999999997,7.4,24.2,15.8,8.8,0.7,1.3,10.4,15.5,,3.6,4.4,8.0,0.14400000000000002,,-0.1,2.2,2.1,2.7,East
191,Jerome Lane\laneje01,PF,24,DEN,62,1383,12.8,0.44299999999999995,0.009000000000000001,0.306,17.4,22.5,19.7,10.6,1.6,0.5,16.7,16.0,,0.1,0.5,0.6,0.021,,-1.4,0.1,-1.4,0.2,West
192,Andrew Lang\langan01,C,24,PHO,63,1152,13.6,0.632,0.005,0.688,11.3,17.2,14.4,2.9,0.7,6.3,15.5,10.3,,1.9,1.8,3.7,0.155,,-0.7,3.1,2.4,1.3,West
193,Eric Leckner\leckner01,C,24,TOT,72,1122,7.5,0.473,0.0,0.37799999999999995,8.1,22.4,15.1,5.0,0.6,1.2,16.8,15.8,,-0.8,1.0,0.2,0.006999999999999999,,-5.4,-0.8,-6.2,-1.2,NaN
193,Eric Leckner\leckner01,C,24,SAC,32,378,5.6,0.436,0.0,0.281,7.9,18.5,13.0,7.0,0.5,1.9,18.8,15.4,,-0.5,0.3,-0.1,-0.018000000000000002,,-6.6,-0.5,-7.0,-0.5,West
193,Eric Leckner\leckner01,C,24,CHH,40,744,8.4,0.489,0.0,0.424,8.3,24.3,16.1,4.0,0.7,0.9,15.8,16.0,,-0.3,0.6,0.3,0.02,,-4.8,-1.0,-5.8,-0.7,East
