Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
11,Ron Anderson\anderro01,SF,32,PHI,82,2340,15.5,0.524,0.040999999999999995,0.188,5.0,12.4,8.8,8.2,1.4,0.3,8.1,23.2,,2.3,1.8,4.1,0.085,,-0.5,-1.8,-2.3,-0.2,East
12,Willie Anderson\anderwi01,SG,24,SAS,75,2592,13.0,0.499,0.035,0.215,3.1,11.5,7.5,20.2,1.5,1.1,13.3,20.1,,1.3,3.5,4.8,0.08900000000000001,,-0.8,0.9,0.1,1.4,West
13,Michael Ansley\anslemi01,SF,23,ORL,67,877,16.9,0.594,0.0,0.483,14.7,16.8,15.7,4.3,1.5,0.5,9.1,16.3,,2.3,0.7,3.1,0.168,,1.2,-1.2,0.0,0.4,West
14,B.J. Armstrong\armstbj01,PG,23,CHI,82,1731,14.8,0.529,0.047,0.17600000000000002,1.7,8.3,5.1,23.4,2.0,0.1,13.6,19.5,,2.3,1.8,4.1,0.114,,-0.4,-1.4,-1.8,0.1,East
15,Vincent Askew\askewvi01,SG,24,GSW,7,85,10.9,0.5529999999999999,0.0,0.44,9.1,5.2,7.1,20.1,1.1,0.0,16.7,16.8,,0.1,0.0,0.2,0.09300000000000001,,0.1,-2.7,-2.6,0.0,West
16,Keith Askins\askinke01,SF,23,MIA,39,266,13.5,0.467,0.309,0.309,12.4,16.2,14.3,10.2,2.9,3.0,10.7,15.8,,0.2,0.4,0.6,0.10300000000000001,,-0.6,2.0,1.4,0.2,East
17,Milos Babic\babicmi01,PF,22,CLE,12,52,6.0,0.391,0.0,0.632,13.4,6.7,10.0,10.9,1.0,1.2,17.1,24.6,,-0.1,0.0,-0.1,-0.085,,-6.0,-2.6,-8.6,-0.1,East
18,Thurl Bailey\baileth01,PF,29,UTA,82,2486,12.5,0.513,0.003,0.311,5.1,13.6,9.6,7.7,1.1,2.3,11.6,20.0,,0.6,3.1,3.7,0.07200000000000001,,-2.4,1.2,-1.2,0.5,West
19,Cedric Ball\ballce01,PF,22,LAC,7,26,10.8,0.45,0.0,0.25,20.4,25.3,22.8,0.0,0.0,4.6,18.4,17.0,,0.0,0.0,0.0,0.054000000000000006,,-7.4,-4.3,-11.7,-0.1,West
20,Ken Bannister\bannike01,PF,30,LAC,47,339,7.8,0.506,0.012,0.802,10.6,20.0,15.3,3.6,0.7,1.2,18.6,16.1,,-0.2,0.4,0.2,0.027999999999999997,,-5.0,-1.2,-6.3,-0.4,West
21,Charles Barkley*\barklch01,SF,27,PHI,67,2498,28.9,0.635,0.133,0.564,11.8,18.6,15.3,20.6,2.2,0.8,12.6,29.1,,10.3,3.1,13.4,0.258,,9.0,0.9,9.9,7.4,East
22,Dana Barros\barroda01,PG,23,SEA,66,750,18.8,0.6,0.26,0.273,2.7,8.7,5.7,21.9,1.5,0.1,13.4,22.5,,2.1,0.4,2.5,0.158,,3.0,-3.2,-0.2,0.3,West
23,John Battle\battljo01,SG,28,ATL,79,1863,16.4,0.5379999999999999,0.057,0.36700000000000005,1.9,7.6,4.7,18.4,1.2,0.2,10.1,24.7,,3.4,0.6,4.0,0.102,,0.7,-3.1,-2.4,-0.2,East
24,Kenny Battle\battlke01,SG,26,TOT,56,945,12.4,0.525,0.085,0.33,8.2,10.3,9.2,7.9,2.8,1.0,14.1,14.7,,0.7,0.6,1.3,0.068,,-1.1,0.4,-0.7,0.3,NaN
24,Kenny Battle\battlke01,SG,26,PHO,16,263,12.8,0.486,0.023,0.337,9.2,12.7,11.0,7.5,3.4,1.3,14.7,17.9,,0.0,0.4,0.4,0.081,,-1.7,1.8,0.2,0.1,West
24,Kenny Battle\battlke01,SG,26,DEN,40,682,12.3,0.542,0.11199999999999999,0.327,7.8,9.4,8.5,8.1,2.5,0.9,13.8,13.4,,0.7,0.2,0.9,0.063,,-0.8,-0.2,-1.0,0.2,West
25,William Bedford\bedfowi01,C,27,DET,60,562,15.5,0.49200000000000005,0.054000000000000006,0.322,11.1,15.5,13.3,9.2,0.2,4.1,10.4,24.1,,0.5,0.8,1.3,0.113,,-1.6,0.2,-1.4,0.1,East
26,Benoit Benjamin\benjabe01,C,26,TOT,70,2236,15.1,0.541,0.0,0.379,7.8,28.7,18.1,7.7,1.2,4.0,20.6,21.0,,-0.7,3.7,3.0,0.064,,-3.5,2.3,-1.1,0.5,NaN
26,Benoit Benjamin\benjabe01,C,26,LAC,39,1337,15.2,0.539,0.0,0.363,7.5,30.7,18.9,8.1,0.9,4.1,20.4,20.6,,-0.5,2.4,1.9,0.068,,-3.8,2.7,-1.1,0.3,West
26,Benoit Benjamin\benjabe01,C,26,SEA,31,899,15.1,0.544,0.0,0.40299999999999997,8.1,25.9,16.9,7.1,1.6,3.9,20.8,21.8,,-0.2,1.3,1.1,0.059000000000000004,,-2.9,1.7,-1.2,0.2,West
27,Winston Bennett\bennewi01,SF,25,CLE,27,334,9.2,0.45,0.0,0.439,10.4,11.8,11.1,11.9,1.2,0.4,13.5,19.3,,0.0,0.2,0.2,0.026000000000000002,,-3.2,-1.4,-4.6,-0.2,East
28,Larry Bird*\birdla01,SF,34,BOS,60,2277,19.7,0.53,0.195,0.18,2.8,20.4,12.3,25.9,2.3,1.5,14.6,23.7,,3.0,3.6,6.6,0.14,,2.4,2.3,4.7,3.8,East
29,Rolando Blackman\blackro01,SG,31,DAL,80,2965,16.6,0.545,0.087,0.248,2.4,7.4,4.9,16.8,1.2,0.4,9.8,24.2,,4.4,1.0,5.5,0.08900000000000001,,1.5,-2.1,-0.6,1.1,West
30,Lance Blanks\blankla01,SG,24,DET,38,214,7.5,0.47600000000000003,0.262,0.23,2.1,8.6,5.3,17.7,2.2,0.6,21.1,17.5,,-0.2,0.3,0.1,0.027000000000000003,,-3.6,0.1,-3.5,-0.1,East
31,Mookie Blaylock\blaylmo01,PG,23,NJN,72,2585,13.1,0.455,0.08800000000000001,0.16899999999999998,2.6,7.7,5.1,25.5,3.2,0.9,15.6,20.6,,-0.7,2.9,2.1,0.04,,-1.2,0.7,-0.5,1.0,East
32,Muggsy Bogues\boguemu01,PG,26,CHH,81,2299,15.4,0.49700000000000005,0.023,0.20600000000000002,2.8,8.1,5.4,40.2,2.9,0.1,17.4,12.8,,3.1,1.7,4.8,0.1,,0.0,-1.0,-1.0,0.6,East
33,Manute Bol\bolma01,C,28,PHI,82,1522,8.4,0.426,0.085,0.25,5.0,20.5,12.9,1.7,0.5,9.6,25.7,7.0,,-1.3,2.6,1.3,0.042,,-6.6,5.4,-1.2,0.3,East
34,Anthony Bonner\bonnean01,PF,22,SAC,34,750,12.2,0.474,0.0,0.33,8.7,15.8,12.2,10.1,2.6,0.4,13.5,17.7,,-0.2,0.8,0.7,0.044000000000000004,,-2.7,0.7,-2.0,0.0,West
35,Sam Bowie\bowiesa01,C,29,NJN,62,1916,14.1,0.486,0.03,0.32,9.3,17.3,13.1,11.4,1.1,2.8,14.6,20.3,,0.4,2.2,2.6,0.066,,-1.8,1.2,-0.6,0.7,East
36,Randy Breuer\breuera01,C,30,MIN,73,1505,11.4,0.457,0.0,0.182,8.3,19.1,13.3,7.0,1.2,3.4,12.8,15.4,,-0.3,1.3,1.0,0.031,,-3.9,0.7,-3.1,-0.4,West
37,Frank Brickowski\brickfr01,PF,31,MIL,75,1912,16.4,0.578,0.003,0.35100000000000003,7.9,18.9,13.3,10.6,2.2,1.4,16.4,21.9,,2.2,2.6,4.7,0.11900000000000001,,-0.2,0.9,0.6,1.3,East
38,Scott Brooks\brooksc01,PG,25,MIN,80,980,16.9,0.528,0.365,0.195,3.1,5.6,4.3,31.6,2.8,0.3,11.3,19.9,,2.1,0.5,2.6,0.127,,2.6,-3.3,-0.8,0.3,West
39,Chucky Brown\brownch01,SF,22,CLE,74,1485,12.0,0.555,0.008,0.287,6.1,10.5,8.3,8.4,0.9,1.0,14.3,19.4,,0.7,0.9,1.6,0.052000000000000005,,-2.0,-1.5,-3.4,-0.5,East
40,Dee Brown\brownde01,PG,22,BOS,82,1945,13.2,0.523,0.055999999999999994,0.257,2.5,7.4,5.2,22.5,2.1,0.4,16.7,17.7,,1.8,1.8,3.5,0.087,,-0.6,-0.7,-1.3,0.3,East
41,Mike Brown\brownmi01,C,27,UTA,82,1391,9.6,0.5379999999999999,0.0,0.627,9.9,18.1,14.3,4.9,1.1,1.1,18.5,14.2,,0.5,1.9,2.4,0.083,,-3.0,0.9,-2.1,0.0,West
42,Tony Brown\brownto01,SG-SF,30,TOT,30,294,5.9,0.46,0.15,0.28800000000000003,10.3,7.2,8.6,7.6,0.7,0.0,15.1,16.0,,-0.1,0.2,0.2,0.026000000000000002,,-2.8,-1.3,-4.2,-0.2,NaN
42,Tony Brown\brownto01,SF,30,LAL,7,27,-0.4,0.833,0.33299999999999996,0.0,0.0,16.5,8.6,14.5,0.0,0.0,57.1,11.3,,-0.1,0.0,0.0,-0.043,,-6.4,-0.6,-7.0,0.0,West
42,Tony Brown\brownto01,SG,30,UTA,23,267,6.5,0.44799999999999995,0.14300000000000002,0.299,11.3,6.2,8.6,6.9,0.8,0.0,12.1,16.4,,0.0,0.2,0.2,0.033,,-2.5,-1.4,-3.9,-0.1,West
43,Mark Bryant\bryanma01,PF,25,POR,53,781,11.2,0.55,0.005,0.498,9.3,17.5,13.5,4.5,0.9,0.9,11.8,14.6,,1.0,1.1,2.1,0.129,,-1.8,-0.1,-1.9,0.0,West
44,Jud Buechler\buechju01,SF,22,NJN,74,859,10.0,0.455,0.018000000000000002,0.292,7.2,10.2,8.6,8.2,1.9,1.0,9.3,13.1,,0.4,0.8,1.2,0.065,,-3.1,0.2,-2.9,-0.2,East
45,Matt Bullard\bullama01,PF,23,HOU,18,63,17.2,0.507,0.09699999999999999,0.5479999999999999,10.2,13.4,11.8,5.0,2.3,0.0,7.2,27.1,,0.1,0.1,0.2,0.147,,-1.1,-3.0,-4.1,0.0,West
46,Willie Burton\burtowi01,SF,22,MIA,76,1928,11.5,0.507,0.039,0.379,6.3,8.9,7.6,8.5,1.8,0.8,13.8,22.1,,0.5,1.6,2.1,0.052000000000000005,,-2.0,-0.8,-2.8,-0.4,East
47,Greg Butler\butlegr01,C,24,LAC,9,37,3.2,0.32299999999999995,0.0,0.316,22.9,23.7,23.3,3.7,0.0,0.0,15.6,28.1,,-0.1,0.0,-0.1,-0.131,,-9.2,-5.6,-14.9,-0.1,West
48,Michael Cage\cagemi01,C,29,SEA,82,2141,12.0,0.528,0.006999999999999999,0.252,9.8,21.6,15.6,5.4,2.0,1.8,14.4,11.3,,1.7,2.7,4.3,0.09699999999999999,,-1.0,2.0,1.0,1.6,West
49,Adrian Caldwell\caldwad01,PF,24,HOU,42,343,8.6,0.426,0.012,0.205,13.4,17.6,15.5,3.1,2.7,1.7,24.9,14.4,,-0.5,0.7,0.1,0.021,,-5.8,1.9,-3.8,-0.2,West
50,Rick Calloway\callori01,SG,24,SAC,64,678,6.6,0.452,0.01,0.41100000000000003,4.1,9.1,6.5,13.4,1.6,0.7,18.4,17.9,,-0.8,0.4,-0.3,-0.025,,-5.6,-1.2,-6.8,-0.8,West
51,Elden Campbell\campbel01,PF,22,LAL,52,380,14.5,0.498,0.0,0.39799999999999996,12.8,16.4,14.7,3.8,1.5,5.9,10.0,18.4,,0.4,0.7,1.1,0.135,,-2.6,1.9,-0.7,0.1,West
52,Tony Campbell\campbto01,SG,28,MIN,77,2893,16.6,0.494,0.040999999999999995,0.297,6.1,7.9,6.9,12.4,2.2,1.1,10.1,28.1,,2.3,1.4,3.7,0.062,,0.7,-1.6,-0.9,0.8,West
53,Antoine Carr\carran01,PF,29,SAC,77,2527,18.3,0.5539999999999999,0.002,0.317,7.1,11.9,9.4,14.1,0.9,2.5,10.9,27.2,,3.6,1.8,5.4,0.10300000000000001,,1.5,-0.8,0.7,1.7,West
54,Joe Barry Carroll\carrojo01,C,32,PHO,11,96,8.6,0.44799999999999995,0.0,0.33299999999999996,3.6,22.8,13.7,14.9,0.5,4.8,22.5,22.6,,-0.2,0.2,0.0,-0.013999999999999999,,-7.1,1.9,-5.2,-0.1,West
55,Bill Cartwright\cartwbi01,C,33,CHI,79,2273,11.5,0.522,0.0,0.27399999999999997,8.8,16.3,12.6,7.1,0.7,0.4,13.4,15.8,,1.9,2.3,4.2,0.08900000000000001,,-1.2,-0.3,-1.6,0.2,East
56,Terry Catledge\catlete01,PF,27,ORL,51,1459,14.5,0.5,0.008,0.408,12.2,14.4,13.3,6.3,1.1,0.4,12.6,23.8,,0.6,0.9,1.6,0.051,,-0.9,-1.6,-2.5,-0.2,West
57,Duane Causwell\causwdu01,C,22,SAC,76,1719,13.0,0.541,0.0,0.4,9.1,16.9,12.9,6.1,1.4,5.5,16.5,14.8,,0.6,2.2,2.8,0.079,,-3.0,2.8,-0.2,0.8,West
58,Cedric Ceballos\cebalce01,SF,21,PHO,63,730,17.8,0.527,0.013999999999999999,0.396,12.1,10.4,11.2,7.7,1.4,0.4,12.3,31.3,,0.6,0.7,1.3,0.085,,-0.5,-3.5,-4.0,-0.4,West
59,Tom Chambers\chambto01,PF,31,PHO,76,2475,16.2,0.513,0.057,0.361,4.8,16.2,10.8,11.5,1.2,1.2,10.7,27.2,,2.4,3.0,5.4,0.105,,-0.6,-0.5,-1.1,0.6,West
60,Rex Chapman\chapmre01,PG,23,CHH,70,2100,15.1,0.527,0.161,0.306,2.4,8.2,5.2,18.8,1.7,0.5,11.1,23.9,,2.0,1.0,3.0,0.069,,1.1,-1.6,-0.5,0.8,East
61,Maurice Cheeks*\cheekma01,PG,34,NYK,76,2147,14.2,0.5479999999999999,0.040999999999999995,0.267,1.2,7.9,4.6,28.3,3.0,0.3,16.7,13.2,,2.8,2.4,5.2,0.11699999999999999,,-0.3,0.3,0.0,1.1,East
62,Derrick Chievous\chievde01,SF,23,CLE,18,110,6.5,0.405,0.0,0.348,11.6,7.4,9.5,2.7,1.4,0.5,10.2,23.4,,-0.2,0.1,-0.1,-0.049,,-6.0,-4.1,-10.1,-0.2,East
63,Richard Coffey\cofferi01,SF,25,MIN,52,320,7.9,0.402,0.013000000000000001,0.293,14.3,14.4,14.3,1.3,1.0,0.8,5.6,12.1,,0.1,0.1,0.2,0.037000000000000005,,-4.2,-3.1,-7.3,-0.4,West
64,Derrick Coleman\colemde01,PF,23,NJN,74,2602,17.6,0.527,0.035,0.402,10.4,20.5,15.3,9.8,1.3,2.2,14.4,23.3,,2.4,3.4,5.8,0.10800000000000001,,-0.2,0.7,0.5,1.7,East
65,Bimbo Coles\colesbi01,PG,22,MIA,82,1355,10.4,0.461,0.087,0.242,4.5,8.1,6.3,24.1,2.3,0.5,18.4,16.0,,-0.1,1.2,1.1,0.038,,-2.6,-0.3,-3.0,-0.3,East
66,Steve Colter\coltest01,PG,28,SAC,19,251,9.5,0.48,0.25,0.179,2.2,9.7,5.9,21.3,2.2,0.3,15.4,12.4,,0.1,0.2,0.3,0.051,,-3.0,-0.8,-3.9,-0.1,West
67,Lester Conner\connele01,PG,31,TOT,74,1008,13.3,0.523,0.024,0.45399999999999996,2.3,10.4,6.2,21.9,4.2,0.1,18.9,12.6,,0.7,1.4,2.1,0.102,,-2.0,1.3,-0.7,0.3,NaN
67,Lester Conner\connele01,PG,31,NJN,35,489,13.0,0.56,0.018000000000000002,0.37799999999999995,2.3,10.3,6.1,16.6,3.7,0.1,17.3,12.9,,0.4,0.6,1.0,0.10300000000000001,,-2.0,1.1,-0.9,0.1,East
67,Lester Conner\connele01,PG,31,MIL,39,519,13.5,0.484,0.031,0.542,2.3,10.5,6.3,26.9,4.6,0.1,20.7,12.4,,0.3,0.8,1.1,0.10099999999999999,,-2.0,1.5,-0.6,0.2,East
68,Anthony Cook\cookan01,PF,23,DEN,58,1121,10.7,0.452,0.011000000000000001,0.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,,0.0,0.5,0.5,0.022000000000000002,,-4.1,0.1,-4.0,-0.6,West
69,Wayne Cooper\coopewa01,C,34,POR,67,746,8.3,0.45,0.006999999999999999,0.29,8.1,19.6,13.9,3.6,0.4,5.0,11.9,10.1,,0.2,1.2,1.4,0.092,,-4.5,2.6,-1.9,0.0,West
70,Tyrone Corbin\corbity01,SF,28,MIN,82,3196,16.6,0.499,0.008,0.28300000000000003,6.3,15.7,10.7,17.1,2.6,1.1,12.4,22.7,,2.6,2.9,5.4,0.081,,0.6,1.0,1.6,2.9,West
71,Dave Corzine\corzida01,C,34,SEA,28,147,12.5,0.493,0.0,0.579,8.0,19.0,13.4,3.6,1.7,2.2,4.0,14.2,,0.2,0.2,0.4,0.11699999999999999,,-2.4,-0.6,-3.0,0.0,West
72,Pat Cummings\cummipa01,PF,34,UTA,4,26,14.2,0.721,0.0,1.6669999999999998,14.5,8.5,11.3,0.0,0.0,0.0,16.1,21.1,,0.1,0.0,0.1,0.20800000000000002,,0.3,-6.5,-6.2,0.0,West
73,Terry Cummings\cummite01,PF,29,SAS,67,2195,16.3,0.514,0.032,0.231,10.3,15.6,13.1,11.3,1.4,0.8,10.3,24.2,,2.3,3.2,5.6,0.122,,0.7,0.2,0.9,1.6,West
74,Earl Cureton\curetea01,PF,33,CHH,9,159,2.4,0.336,0.042,0.125,4.2,22.3,13.0,2.4,0.0,1.2,19.2,8.4,,-0.2,0.1,-0.1,-0.040999999999999995,,-7.9,-0.2,-8.1,-0.2,East
75,Dell Curry\curryde01,SG,26,CHH,76,1515,17.0,0.524,0.12,0.159,3.5,11.9,7.5,18.0,2.4,1.0,9.5,23.8,,1.5,1.2,2.7,0.086,,1.0,-0.5,0.4,0.9,East
76,Quintin Dailey\dailequ01,SG,30,SEA,30,299,14.5,0.505,0.006,0.4,4.3,8.5,6.4,8.4,1.2,0.2,9.4,28.3,,0.2,0.1,0.3,0.054000000000000006,,-2.1,-4.5,-6.6,-0.3,West
77,Adrian Dantley*\dantlad01,SF,34,MIL,10,126,12.1,0.46399999999999997,0.06,0.52,7.4,4.8,6.1,10.4,2.0,0.0,8.9,23.0,,0.1,0.1,0.1,0.052000000000000005,,-2.1,-2.8,-4.8,-0.1,East
78,Brad Daugherty\daughbr01,C,25,CLE,76,2946,19.9,0.583,0.003,0.501,7.0,25.7,16.3,13.9,1.3,0.9,13.0,24.0,,5.5,3.6,9.0,0.147,,1.5,0.7,2.2,3.1,East
79,Brad Davis\davisbr01,PG,35,DAL,80,1426,10.3,0.507,0.228,0.316,1.0,8.4,4.7,22.8,1.6,0.7,15.3,15.6,,0.8,0.8,1.6,0.054000000000000006,,-1.9,-1.7,-3.6,-0.6,West
80,Terry Davis\daviste01,PF,23,MIA,55,996,11.7,0.516,0.008,0.525,11.8,18.2,14.9,5.5,0.9,1.7,11.0,13.4,,1.0,1.0,2.0,0.095,,-2.1,0.2,-1.9,0.0,East
81,Walter Davis\daviswa03,SG,36,TOT,71,1483,15.5,0.506,0.042,0.136,4.5,7.9,6.1,12.2,2.3,0.1,8.8,24.6,,1.3,0.6,2.0,0.064,,-0.1,-2.1,-2.2,-0.1,NaN
81,Walter Davis\daviswa03,SG,36,DEN,39,1044,17.1,0.514,0.049,0.141,4.3,7.1,5.6,11.7,2.5,0.2,8.2,26.0,,1.2,0.1,1.3,0.061,,0.9,-2.7,-1.9,0.0,West
81,Walter Davis\daviswa03,SG,36,POR,32,439,11.7,0.478,0.015,0.11800000000000001,4.8,9.7,7.3,13.3,2.0,0.0,10.9,21.3,,0.1,0.5,0.6,0.071,,-2.3,-0.7,-2.9,-0.1,West
82,Johnny Dawkins\dawkijo01,PG,27,PHI,4,124,22.8,0.687,0.098,0.268,0.0,14.2,7.2,37.1,1.2,0.0,14.9,19.0,,0.5,0.1,0.6,0.218,,3.6,-2.5,1.1,0.1,East
83,Tony Dawson\dawsoto01,SF,23,SAC,4,17,16.0,0.643,0.14300000000000002,0.0,13.0,0.0,6.7,0.0,0.0,0.0,12.5,20.6,,0.0,0.0,0.0,0.06,,-0.1,-7.4,-7.5,0.0,West
84,Byron Dinkins\dinkiby01,PG,23,TOT,12,149,4.6,0.474,0.0,0.265,0.0,8.5,4.5,16.6,0.7,0.0,25.5,14.3,,-0.2,0.1,0.0,-0.01,,-6.2,-1.7,-7.9,-0.2,NaN
84,Byron Dinkins\dinkiby01,PG,23,SAS,10,144,4.5,0.46,0.0,0.273,0.0,8.0,4.2,17.2,0.7,0.0,26.0,14.5,,-0.2,0.1,0.0,-0.017,,-6.4,-1.5,-8.0,-0.2,West
84,Byron Dinkins\dinkiby01,PG,23,IND,2,5,7.9,1.0,0.0,0.0,0.0,22.1,11.5,0.0,0.0,0.0,0.0,8.4,,0.0,0.0,0.0,0.18,,0.0,-5.8,-5.8,0.0,East
85,Vlade Divac\divacvl01,C,22,LAL,82,2310,17.7,0.606,0.022000000000000002,0.43799999999999994,10.8,22.2,16.7,5.8,2.3,3.3,16.1,17.1,,3.6,4.8,8.3,0.17300000000000001,,0.3,3.4,3.7,3.3,West
86,James Donaldson\donalja01,C,33,DAL,82,2800,12.3,0.5720000000000001,0.0,0.37200000000000005,8.2,21.4,14.8,3.5,0.6,2.1,16.9,13.6,,1.8,2.5,4.3,0.07400000000000001,,-2.4,0.6,-1.8,0.1,West
87,Sherman Douglas\douglsh01,PG,24,MIA,73,2562,18.0,0.546,0.028999999999999998,0.392,3.3,5.8,4.6,39.2,2.3,0.1,17.9,24.0,,3.5,1.9,5.4,0.1,,2.3,-1.7,0.6,1.7,East
88,Greg Dreiling\dreilgr01,C,28,IND,73,1031,8.7,0.539,0.01,0.541,7.6,20.3,14.2,6.4,1.1,1.7,19.2,12.1,,0.3,0.8,1.1,0.05,,-3.0,0.0,-3.0,-0.3,East
89,Larry Drew\drewla01,PG,32,LAL,48,496,10.3,0.516,0.264,0.17600000000000002,1.2,6.5,4.0,32.4,1.5,0.1,26.7,16.1,,0.0,0.5,0.5,0.048,,-3.0,-2.5,-5.5,-0.4,West
90,Clyde Drexler*\drexlcl01,SG,28,POR,82,2852,22.1,0.563,0.14300000000000002,0.392,8.3,12.8,10.6,25.7,2.4,1.3,12.9,25.7,,8.0,4.5,12.4,0.209,,5.3,2.1,7.3,6.7,West
91,Kevin Duckworth\duckwke01,C,26,POR,81,2511,12.7,0.525,0.002,0.287,7.9,15.4,11.7,5.1,0.6,0.8,13.2,22.8,,1.3,3.0,4.3,0.08199999999999999,,-2.1,-1.0,-3.2,-0.7,West
92,Chris Dudley\dudlech02,C,25,NJN,61,1560,12.6,0.439,0.0,0.42200000000000004,14.8,19.7,17.2,3.3,1.2,5.8,13.9,14.8,,-0.2,2.4,2.2,0.068,,-3.7,2.4,-1.3,0.3,East
93,Joe Dumars*\dumarjo01,SG,27,DET,80,3046,18.0,0.552,0.035,0.32299999999999995,2.3,4.7,3.5,24.2,1.5,0.1,11.4,24.0,,6.8,3.1,9.9,0.155,,2.7,-0.9,1.8,2.9,East
94,T.R. Dunn\dunntr01,SG,35,DEN,17,217,10.7,0.506,0.085,0.213,7.9,10.6,9.1,12.4,2.3,0.2,12.0,9.5,,0.3,0.0,0.3,0.066,,-1.4,-0.1,-1.5,0.0,West
95,Ledell Eackles\eacklle01,SG,24,WSB,67,1616,12.9,0.505,0.077,0.29100000000000004,3.2,5.5,4.3,13.1,1.4,0.4,11.8,25.2,,0.3,0.9,1.2,0.035,,-1.5,-2.8,-4.3,-1.0,East
96,Mark Eaton\eatonma01,C,34,UTA,80,2580,9.5,0.599,0.0,0.384,8.9,20.8,15.2,2.6,0.8,4.5,22.5,7.6,,1.2,4.3,5.5,0.10300000000000001,,-2.4,4.2,1.8,2.5,West
97,Blue Edwards\edwarbl01,SF,25,UTA,62,1611,10.4,0.5589999999999999,0.052000000000000005,0.252,4.0,10.3,7.3,10.1,1.8,1.1,16.9,17.1,,0.2,2.0,2.2,0.065,,-1.7,1.3,-0.3,0.7,West
98,James Edwards\edwarja01,C,35,DET,72,1903,12.7,0.5329999999999999,0.003,0.37200000000000005,5.4,11.2,8.3,5.6,0.3,1.0,12.0,24.2,,1.5,2.0,3.5,0.08800000000000001,,-1.8,-1.4,-3.1,-0.6,East
