Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
90,Dale Davis\davisda01,PF,24,IND,66,2292,15.9,0.542,0.002,0.505,14.7,21.3,18.1,6.5,1.1,3.2,12.5,15.6,,3.5,3.6,7.0,0.147,,0.8,2.2,2.9,2.9,East
91,Hubert Davis\davishu01,SG,23,NYK,56,1333,14.0,0.5579999999999999,0.261,0.204,2.0,3.7,2.8,20.4,1.6,0.2,12.1,20.6,,2.3,1.9,4.2,0.152,,0.9,-1.4,-0.5,0.5,East
92,Terry Davis\daviste01,PF,26,DAL,15,286,9.6,0.436,0.0,0.203,11.0,18.7,14.5,3.0,1.6,0.2,7.2,10.3,,0.2,0.2,0.4,0.059000000000000004,,-3.6,-1.1,-4.6,-0.2,West
93,Johnny Dawkins\dawkijo01,PG,30,PHI,72,1343,13.5,0.509,0.248,0.23600000000000002,2.3,7.8,5.0,30.1,2.4,0.2,19.2,18.7,,0.6,0.6,1.1,0.040999999999999995,,-1.1,-2.4,-3.5,-0.5,East
94,Todd Day\dayto01,SG,24,MIL,76,2127,13.5,0.488,0.175,0.392,5.9,11.2,8.4,10.7,2.5,1.7,11.5,22.8,,0.6,1.5,2.1,0.047,,-1.1,-0.6,-1.8,0.1,East
95,Terry Dehere\deherte01,PG,22,LAC,64,759,9.5,0.45299999999999996,0.16699999999999998,0.237,3.5,6.0,4.8,15.2,1.8,0.2,13.9,23.9,,-0.7,0.2,-0.4,-0.027999999999999997,,-3.5,-3.3,-6.8,-0.9,West
96,Vinny Del Negro\delnevi01,SG,27,SAS,77,1949,15.3,0.545,0.068,0.268,1.6,7.4,4.6,25.5,1.7,0.0,12.6,18.6,,4.0,1.7,5.7,0.14,,0.9,-1.7,-0.8,0.6,West
97,Bison Dele\delebi01,C,24,DEN,80,1507,16.5,0.574,0.006,0.455,10.5,22.0,16.4,5.2,1.6,3.6,15.7,18.7,,1.8,2.9,4.7,0.151,,-1.4,1.4,0.0,0.8,West
98,Dell Demps\dempsde01,PG,23,GSW,2,11,4.5,0.29100000000000004,0.0,0.33299999999999996,0.0,0.0,0.0,12.9,8.8,0.0,12.7,29.5,,-0.1,0.0,0.0,-0.207,,-10.9,-1.5,-12.4,0.0,West
99,Vlade Divac\divacvl01,C,25,LAL,79,2685,18.8,0.546,0.053,0.33899999999999997,10.9,24.0,17.2,17.2,1.7,2.6,15.7,19.1,,4.2,3.2,7.4,0.132,,1.5,2.3,3.8,3.9,West
100,Sherman Douglas\douglsh01,PG,27,BOS,78,2789,14.3,0.5,0.061,0.3,2.8,5.0,3.9,35.8,1.6,0.2,18.3,19.8,,1.9,0.8,2.7,0.046,,0.2,-2.6,-2.4,-0.3,East
101,Greg Dreiling\dreilgr01,C,31,DAL,54,685,7.2,0.547,0.01,0.365,7.2,21.8,13.9,6.5,1.2,2.4,26.3,10.1,,0.0,0.6,0.6,0.04,,-4.9,0.9,-4.0,-0.4,West
102,Clyde Drexler*\drexlcl01,SG,31,POR,68,2334,18.4,0.514,0.198,0.33299999999999996,6.9,14.2,10.4,21.9,2.0,0.9,11.6,25.0,,4.2,2.7,6.8,0.14,,3.3,0.6,3.9,3.5,West
103,Kevin Duckworth\duckwke01,C,29,WSB,69,1485,8.2,0.457,0.0,0.299,8.0,17.8,12.8,5.5,1.2,1.5,16.8,17.3,,-1.1,0.6,-0.5,-0.017,,-4.5,-1.1,-5.7,-1.4,East
104,Chris Dudley\dudlech02,C,28,POR,6,86,6.8,0.262,0.0,0.16,19.4,10.6,15.2,7.4,2.3,2.2,7.0,13.6,,-0.1,0.1,0.0,0.022000000000000002,,-3.0,1.6,-1.5,0.0,West
105,Joe Dumars*\dumarjo01,SG,30,DET,69,2591,16.2,0.5579999999999999,0.28600000000000003,0.295,1.5,5.0,3.2,16.6,1.2,0.1,11.2,24.0,,4.6,-0.1,4.4,0.08199999999999999,,2.6,-3.1,-0.5,1.0,East
106,Acie Earl\earlac01,C,23,BOS,74,1149,9.2,0.46299999999999997,0.003,0.43,8.3,16.0,12.1,1.5,1.0,2.9,14.0,19.4,,-0.7,0.9,0.2,0.008,,-5.4,-1.7,-7.1,-1.5,East
107,Bill Edwards\edwarbi01,PF,22,PHI,3,44,-0.4,0.149,0.278,0.278,12.4,22.5,17.5,12.3,3.4,1.4,16.5,23.9,,-0.3,0.1,-0.3,-0.282,,-11.0,0.6,-10.4,-0.1,East
108,Blue Edwards\edwarbl01,SF,28,MIL,82,2322,12.9,0.54,0.133,0.23600000000000002,4.9,11.8,8.1,12.1,1.8,0.8,14.2,19.2,,1.7,1.2,2.9,0.06,,-0.8,-1.0,-1.8,0.1,East
109,Doug Edwards\edwardo01,PF,23,ATL,16,107,9.4,0.384,0.02,0.327,7.2,11.3,9.2,11.3,1.0,3.0,9.7,24.9,,-0.2,0.1,0.0,-0.009000000000000001,,-6.1,-1.1,-7.2,-0.1,East
110,James Edwards\edwarja01,C,38,LAL,45,469,9.1,0.518,0.0,0.47,2.4,13.0,7.5,7.0,0.4,0.4,12.9,20.9,,0.1,0.1,0.3,0.027999999999999997,,-4.3,-3.8,-8.1,-0.7,West
111,Kevin Edwards\edwarke01,SG,28,NJN,82,2727,13.8,0.509,0.096,0.21100000000000002,3.6,7.4,5.4,13.6,2.2,0.8,10.7,19.5,,2.5,2.6,5.1,0.08900000000000001,,0.2,0.2,0.5,1.7,East
112,Craig Ehlo\ehlocr01,SG,32,ATL,82,2147,15.0,0.529,0.312,0.218,3.6,10.7,7.1,18.8,3.2,0.8,14.4,18.1,,2.4,3.5,5.9,0.132,,0.8,1.4,2.2,2.3,East
113,Mario Elie\eliema01,SF,30,HOU,67,1606,13.4,0.575,0.358,0.384,2.1,10.0,6.3,19.1,1.6,0.3,16.7,18.0,,2.1,2.0,4.2,0.125,,0.0,-0.2,-0.2,0.7,West
114,Sean Elliott\elliose01,SF,25,DET,73,2409,11.3,0.51,0.11,0.21899999999999997,3.1,9.1,6.0,12.5,1.1,0.7,13.0,18.1,,1.0,0.4,1.4,0.027999999999999997,,-1.4,-0.9,-2.3,-0.2,East
115,Dale Ellis\ellisda01,SF,33,SAS,77,2590,14.7,0.5770000000000001,0.34299999999999997,0.111,3.2,7.7,5.5,5.0,1.4,0.3,6.9,18.8,,5.5,2.1,7.6,0.14,,2.6,-1.5,1.0,2.0,West
116,Harold Ellis\ellisha01,SF,23,LAC,49,923,17.2,0.593,0.013999999999999999,0.51,10.9,6.7,8.8,5.0,3.8,0.1,10.7,17.9,,2.0,0.8,2.8,0.146,,1.6,-0.3,1.4,0.8,West
117,LaPhonso Ellis\ellisla01,PF,23,DEN,79,2699,15.9,0.542,0.024,0.373,9.4,18.4,14.0,10.0,1.2,1.9,13.3,20.4,,3.5,4.1,7.6,0.135,,0.4,1.3,1.7,2.5,West
118,LeRon Ellis\ellisle02,C,24,CHH,50,680,13.5,0.521,0.0,0.374,11.7,18.6,15.3,4.9,1.2,2.3,9.0,14.6,,1.0,0.6,1.6,0.111,,-1.4,-0.3,-1.7,0.0,East
119,Pervis Ellison\ellispe01,C,26,WSB,47,1178,10.7,0.514,0.01,0.332,7.5,16.7,12.0,8.6,1.1,2.7,17.9,14.9,,0.3,0.5,0.7,0.03,,-2.6,0.4,-2.1,0.0,East
120,Jo Jo English\englijo01,SG,23,CHI,36,419,6.3,0.47,0.132,0.163,2.5,10.1,6.3,13.2,1.0,1.6,20.7,18.4,,-0.5,0.5,0.0,-0.005,,-5.4,-0.7,-6.2,-0.4,East
121,Patrick Ewing*\ewingpa01,C,31,NYK,79,2972,22.9,0.551,0.009000000000000001,0.387,8.5,24.9,16.9,11.3,1.6,5.1,12.9,29.8,,5.1,8.0,13.1,0.21100000000000002,,0.5,3.9,4.5,4.9,East
122,Jim Farmer\farmeji01,SG,29,DEN,4,29,-3.7,0.33299999999999996,0.33299999999999996,0.0,0.0,7.4,3.8,18.9,0.0,0.0,45.5,16.2,,-0.1,0.0,-0.1,-0.21,,-11.5,-2.8,-14.3,-0.1,West
123,Duane Ferrell\ferredu01,SF,28,ATL,72,1155,14.5,0.5579999999999999,0.024,0.485,5.9,6.4,6.1,8.5,1.9,0.9,12.2,19.5,,1.9,1.3,3.2,0.134,,-0.9,-0.7,-1.7,0.1,East
124,Danny Ferry\ferryda01,PF,27,CLE,70,965,12.0,0.496,0.153,0.129,5.6,11.3,8.5,12.1,1.5,1.5,10.4,18.3,,0.7,1.0,1.7,0.084,,-1.4,-0.5,-1.9,0.0,East
125,Vern Fleming\flemive01,PG,31,IND,55,1053,11.8,0.502,0.013000000000000001,0.27399999999999997,3.1,10.2,6.8,24.8,2.0,0.4,19.6,18.5,,0.3,1.1,1.4,0.064,,-1.9,-0.3,-2.2,-0.1,East
126,Sleepy Floyd\floydsl01,PG,33,SAS,53,737,6.0,0.41100000000000003,0.172,0.373,1.6,8.7,5.3,19.3,0.9,0.7,20.0,18.5,,-1.0,0.6,-0.4,-0.025,,-5.1,-1.8,-6.9,-0.9,West
127,Alphonso Ford\fordal01,PG,22,SEA,6,16,28.9,0.5760000000000001,0.077,0.154,0.0,0.0,0.0,15.3,6.3,0.0,6.7,39.9,,0.0,0.0,0.1,0.193,,3.4,-5.7,-2.3,0.0,West
128,Greg Foster\fostegr01,PF,25,MIL,3,19,14.7,0.635,0.0,0.28600000000000003,0.0,19.2,9.1,0.0,0.0,3.6,11.3,20.2,,0.0,0.0,0.0,0.106,,-5.6,-5.5,-11.1,0.0,East
129,Rick Fox\foxri01,SF,24,BOS,82,2096,14.4,0.535,0.13699999999999998,0.316,5.6,13.5,9.6,15.3,1.9,1.6,16.0,20.4,,1.5,1.7,3.2,0.073,,0.1,0.5,0.7,1.4,East
130,Tellis Frank\frankte01,PF,28,MIN,67,959,8.9,0.486,0.013000000000000001,0.475,10.4,16.4,13.4,8.7,1.9,2.3,20.2,11.1,,0.2,0.9,1.1,0.055,,-2.8,1.7,-1.1,0.2,West
131,Corey Gaines\gaineco01,SG,28,NYK,18,78,23.7,0.62,0.25,0.75,4.4,14.2,9.4,57.5,1.3,0.0,15.8,17.8,,0.4,0.1,0.6,0.33899999999999997,,4.6,-2.0,2.6,0.1,East
132,Chad Gallagher\gallach01,C,24,UTA,2,3,66.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,,0.1,0.0,0.1,1.442,,28.4,-12.1,16.3,0.0,West
133,Kevin Gamble\gamblke01,SF,28,BOS,75,1880,13.4,0.503,0.128,0.157,2.4,7.1,4.8,12.4,1.5,0.7,8.2,21.6,,1.4,0.7,2.1,0.054000000000000006,,-0.4,-2.0,-2.3,-0.2,East
134,Chris Gatling\gatlich01,C,26,GSW,82,1296,18.7,0.607,0.002,0.451,12.2,20.8,16.6,4.7,1.5,3.0,13.2,20.3,,2.8,1.7,4.5,0.168,,0.1,-0.8,-0.7,0.4,West
135,Kenny Gattison\gattike01,PF,29,CHH,77,1644,13.3,0.5579999999999999,0.0,0.43799999999999994,7.3,16.5,12.0,8.1,1.8,1.7,13.0,15.8,,2.0,1.5,3.5,0.102,,-0.8,0.7,-0.1,0.8,East
136,Andrew Gaze\gazean01,SG,28,WSB,7,70,10.5,0.615,0.47100000000000003,0.11800000000000001,1.6,10.2,5.8,10.3,1.4,0.9,14.4,12.8,,0.1,0.0,0.1,0.07400000000000001,,-0.7,-2.3,-3.0,0.0,East
137,Matt Geiger\geigema01,C,24,MIA,72,1199,16.7,0.624,0.013999999999999999,0.423,11.2,17.5,14.3,4.2,1.5,1.7,12.7,17.2,,3.1,1.4,4.5,0.179,,0.7,-0.9,-0.1,0.6,East
138,Kendall Gill\gillke01,SG,25,SEA,79,2435,15.6,0.51,0.124,0.284,4.4,8.6,6.5,16.9,3.1,0.9,11.6,21.7,,3.1,3.6,6.7,0.132,,0.7,0.7,1.4,2.1,West
139,Armen Gilliam\gilliar01,PF,29,NJN,82,1969,18.5,0.5770000000000001,0.001,0.529,10.4,16.5,13.4,5.6,1.0,1.9,11.2,20.3,,4.6,2.2,6.8,0.166,,0.7,-0.6,0.1,1.0,East
140,Mike Gminski\gminsmi01,C,34,TOT,29,309,9.9,0.38799999999999996,0.0,0.175,8.1,18.6,13.3,4.9,2.1,3.2,10.5,17.1,,-0.3,0.4,0.0,0.002,,-6.0,-0.1,-6.1,-0.3,NaN
140,Mike Gminski\gminsmi01,C,34,CHH,21,255,11.6,0.429,0.0,0.177,8.5,16.9,12.8,5.9,2.5,3.1,11.4,16.1,,-0.1,0.3,0.2,0.04,,-4.0,1.3,-2.7,0.0,East
140,Mike Gminski\gminsmi01,C,34,MIL,8,54,2.0,0.252,0.0,0.16699999999999998,6.0,27.0,16.0,0.0,0.0,3.8,7.2,22.2,,-0.2,0.0,-0.2,-0.17600000000000002,,-15.4,-6.5,-21.8,-0.3,East
141,Ricky Grace\graceri01,PG,26,ATL,3,8,10.8,0.515,0.0,0.667,0.0,13.8,6.9,21.9,0.0,0.0,0.0,20.8,,0.0,0.0,0.0,0.10300000000000001,,-0.7,-3.7,-4.4,0.0,East
142,Greg Graham\grahagr01,SG,23,PHI,70,889,11.4,0.478,0.08199999999999999,0.361,2.6,8.1,5.3,11.5,3.4,0.3,15.5,20.4,,-0.5,0.6,0.1,0.005,,-3.8,-1.0,-4.8,-0.6,East
143,Paul Graham\grahapa01,SG,26,ATL,21,128,13.1,0.45,0.228,0.298,3.4,6.9,5.2,15.4,1.6,2.5,7.2,23.3,,0.1,0.2,0.2,0.09,,-2.1,-1.7,-3.7,-0.1,East
144,Gary Grant\grantga01,PG,28,LAC,78,1533,13.8,0.493,0.11,0.135,2.9,6.9,4.9,27.9,3.7,0.5,18.6,19.7,,0.0,1.3,1.3,0.040999999999999995,,-1.3,-0.6,-2.0,0.0,West
145,Harvey Grant\grantha01,SF,28,POR,77,2112,12.3,0.48,0.009000000000000001,0.16899999999999998,5.4,13.0,9.0,7.4,1.6,1.5,6.3,17.1,,1.7,2.2,3.9,0.08900000000000001,,-1.6,0.5,-1.1,0.5,West
146,Horace Grant\grantho01,PF,28,CHI,70,2570,19.8,0.54,0.006999999999999999,0.262,13.9,21.1,17.5,14.3,1.5,2.2,10.0,18.7,,5.7,4.3,10.0,0.188,,2.5,2.7,5.2,4.6,East
147,Josh Grant\grantjo01,PF,26,GSW,53,382,11.7,0.494,0.418,0.19899999999999998,7.8,17.3,12.6,8.6,2.3,1.3,15.9,20.4,,0.0,0.5,0.5,0.06,,-1.7,-1.1,-2.8,-0.1,West
148,Jeff Grayer\grayeje01,SG,28,GSW,67,1096,13.2,0.5479999999999999,0.033,0.325,7.6,11.2,9.4,7.9,1.5,0.7,13.2,18.0,,1.2,0.8,1.9,0.085,,-1.1,-1.4,-2.5,-0.1,West
149,A.C. Green\greenac01,PF,30,PHO,82,2825,17.0,0.555,0.038,0.391,11.1,18.8,15.0,6.9,1.2,0.8,8.4,17.6,,6.7,2.6,9.3,0.157,,1.5,-0.3,1.2,2.3,West
150,Litterial Green\greenli01,PG,23,ORL,29,126,13.0,0.498,0.07,0.649,5.4,5.3,5.3,10.6,2.4,0.5,15.1,29.2,,0.0,0.1,0.1,0.044000000000000004,,-3.3,-3.5,-6.8,-0.2,East
151,Sean Green\greense01,SG,23,TOT,36,334,7.6,0.39,0.22399999999999998,0.098,3.3,7.9,5.6,8.1,2.7,1.1,12.4,28.4,,-1.1,0.2,-0.9,-0.13,,-6.4,-3.3,-9.7,-0.7,NaN
151,Sean Green\greense01,SG,23,PHI,35,332,7.8,0.392,0.225,0.099,3.3,8.0,5.6,8.1,2.7,1.1,12.4,28.4,,-1.1,0.2,-0.9,-0.128,,-6.4,-3.3,-9.6,-0.6,East
151,Sean Green\greense01,SG,23,UTA,1,2,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,-0.486,,-20.2,-5.7,-25.9,0.0,West
152,Tom Gugliotta\guglito01,PF,24,WSB,78,2795,17.9,0.514,0.128,0.268,7.8,23.0,15.2,16.0,3.1,1.1,16.0,23.7,,1.1,2.7,3.8,0.066,,0.7,1.5,2.1,2.9,East
153,Andres Guibert\guibean01,C,25,MIN,5,33,6.1,0.331,0.0,0.3,36.4,20.8,28.4,10.5,0.0,1.9,20.9,37.9,,-0.2,0.0,-0.2,-0.243,,-7.5,-4.8,-12.3,-0.1,West
154,Jay Guidinger\guidija01,C,24,CLE,32,131,10.4,0.57,0.0,0.6559999999999999,13.3,16.0,14.6,3.4,1.6,2.5,28.0,19.6,,-0.1,0.2,0.1,0.042,,-4.7,-0.7,-5.3,-0.1,East
155,Jack Haley\haleyja01,PF,30,SAS,28,94,12.8,0.515,0.0,0.43799999999999994,7.6,20.6,14.4,1.8,0.0,0.0,14.9,32.0,,0.0,0.1,0.1,0.054000000000000006,,-6.4,-7.2,-13.7,-0.3,West
156,Geert Hammink\hammige01,C,24,ORL,1,3,20.0,0.33299999999999996,0.0,0.0,37.8,0.0,18.7,64.9,0.0,0.0,0.0,42.7,,0.0,0.0,0.0,0.10099999999999999,,15.6,1.4,17.0,0.0,East
157,Tom Hammonds\hammoto01,PF,26,DEN,74,877,12.4,0.546,0.0,0.452,8.1,16.8,12.6,5.8,1.1,0.9,12.9,15.4,,1.0,1.2,2.2,0.11800000000000001,,-2.2,-0.4,-2.6,-0.1,West
158,Anfernee Hardaway\hardaan01,PG,22,ORL,82,3015,17.4,0.531,0.171,0.302,7.2,9.1,8.2,26.6,3.2,1.1,19.1,21.7,,3.8,3.3,7.1,0.11199999999999999,,2.4,1.4,3.9,4.5,East
159,Derek Harper\harpede01,PG,32,TOT,82,2204,12.3,0.485,0.273,0.21899999999999997,1.0,6.3,3.6,23.5,2.9,0.3,14.2,18.6,,1.1,2.9,4.0,0.086,,-0.9,-0.4,-1.3,0.4,NaN
159,Derek Harper\harpede01,PG,32,DAL,28,893,10.2,0.446,0.307,0.146,1.2,6.1,3.5,17.5,2.6,0.3,12.9,19.8,,-0.4,0.4,0.0,-0.002,,-1.7,-1.9,-3.5,-0.3,West
159,Derek Harper\harpede01,PG,32,NYK,54,1311,13.7,0.516,0.244,0.281,0.9,6.4,3.7,27.6,3.2,0.2,15.2,17.8,,1.5,2.5,4.0,0.146,,-0.3,0.6,0.3,0.7,East
160,Ron Harper\harpero01,SG,30,LAC,75,2856,15.7,0.496,0.177,0.313,4.8,12.2,8.6,18.7,2.4,1.1,13.7,25.5,,0.7,2.3,2.9,0.049,,0.5,0.2,0.7,1.9,West
161,Lucious Harris\harrilu01,SG,23,DAL,77,1165,11.0,0.478,0.086,0.309,4.0,11.7,7.6,14.3,2.1,0.6,15.1,18.7,,-0.1,0.7,0.6,0.025,,-3.0,-1.2,-4.2,-0.7,West
162,Tony Harris\harrito01,SG,26,BOS,5,88,14.9,0.524,0.29,0.8059999999999999,3.8,9.0,6.4,12.4,2.3,0.0,12.5,23.7,,0.1,0.1,0.2,0.106,,0.1,-2.5,-2.4,0.0,East
163,Antonio Harvey\harvean01,PF,23,LAL,27,247,8.0,0.387,0.0,0.32899999999999996,11.0,15.1,13.0,2.8,1.6,4.8,15.8,18.3,,-0.4,0.2,-0.2,-0.039,,-6.9,-0.2,-7.0,-0.3,West
164,Scott Haskin\haskisc01,C,23,IND,27,186,11.3,0.515,0.0,0.42200000000000004,11.0,22.8,17.1,4.7,0.6,5.5,19.6,15.7,,0.0,0.3,0.3,0.087,,-4.4,1.5,-2.9,0.0,East
165,Hersey Hawkins\hawkihe01,SG,27,CHH,82,2648,15.6,0.579,0.27399999999999997,0.42100000000000004,3.8,11.7,7.9,11.6,2.5,0.5,13.4,18.9,,4.4,2.1,6.5,0.11800000000000001,,1.9,0.2,2.1,2.7,East
166,Skeeter Henry\henrysk01,SG,26,PHO,4,15,5.6,0.29600000000000004,0.4,0.8,0.0,14.8,7.5,33.2,0.0,0.0,12.9,21.7,,0.0,0.0,0.0,-0.087,,-5.8,-4.4,-10.2,0.0,West
167,Steve Henson\hensost01,PG,25,CHH,3,17,9.7,0.75,0.5,0.0,0.0,6.3,3.3,37.0,0.0,0.0,33.3,7.5,,0.0,0.0,0.0,0.106,,-2.1,-6.9,-9.1,0.0,East
168,Carl Herrera\herreca01,PF,27,HOU,75,1292,9.1,0.5,0.0,0.313,9.2,15.0,12.3,4.1,1.3,1.3,16.4,14.4,,0.1,1.9,2.0,0.075,,-4.1,0.7,-3.3,-0.4,West
169,Rod Higgins\higgiro01,SF,34,CLE,36,547,13.7,0.537,0.307,0.258,5.3,12.1,8.7,10.0,2.4,1.7,10.4,16.6,,0.7,0.7,1.4,0.125,,0.1,0.5,0.6,0.4,East
170,Tyrone Hill\hillty01,PF,25,CLE,57,1447,18.4,0.59,0.005,0.643,14.7,25.3,20.0,5.0,1.9,1.6,13.3,18.2,,3.3,2.4,5.7,0.191,,0.6,0.4,1.0,1.1,East
171,Donald Hodge\hodgedo01,C,24,DAL,50,428,13.1,0.5489999999999999,0.0,0.515,11.2,13.9,12.5,11.2,1.8,2.1,19.5,15.2,,0.5,0.3,0.8,0.087,,-1.8,0.2,-1.6,0.0,West
172,Tito Horford\horfoti01,C,28,WSB,3,28,1.8,0.0,0.0,0.0,4.1,8.5,6.3,0.0,1.8,6.7,33.3,4.6,,-0.1,0.0,0.0,-0.073,,-9.1,3.1,-6.1,0.0,East
173,Jeff Hornacek\hornaje01,SG,30,TOT,80,2820,16.7,0.562,0.207,0.295,2.4,8.6,5.5,23.9,2.3,0.3,13.1,20.2,,5.1,1.8,6.9,0.11699999999999999,,2.3,-0.8,1.5,2.5,NaN
173,Jeff Hornacek\hornaje01,SG,30,PHI,53,1994,16.3,0.547,0.23199999999999998,0.285,2.3,9.4,5.8,25.5,2.4,0.3,14.6,20.5,,2.7,1.0,3.7,0.09,,1.9,-1.0,0.9,1.5,East
173,Jeff Hornacek\hornaje01,SG,30,UTA,27,826,17.6,0.598,0.145,0.318,2.7,6.6,4.7,20.0,2.0,0.3,9.1,19.4,,2.4,0.8,3.1,0.182,,3.3,-0.6,2.8,1.0,West
174,Robert Horry\horryro01,SF,23,HOU,81,2370,14.2,0.521,0.19399999999999998,0.22399999999999998,6.4,13.9,10.3,14.5,2.5,2.0,15.1,17.0,,1.6,4.3,5.9,0.12,,-0.6,3.1,2.5,2.7,West
175,Allan Houston\houstal01,SG,22,DET,79,1519,9.0,0.465,0.174,0.161,1.4,7.5,4.4,10.5,1.1,0.6,12.1,23.6,,-1.3,0.1,-1.2,-0.038,,-3.7,-3.1,-6.8,-1.9,East
176,Byron Houston\houstby01,PF,24,GSW,71,866,7.5,0.488,0.04,0.305,8.5,15.6,12.1,4.7,1.8,2.2,19.6,11.9,,-0.1,1.0,0.9,0.05,,-3.8,0.8,-3.0,-0.2,West
177,Stephen Howard\howarst01,SF,23,UTA,9,53,19.4,0.645,0.0,0.941,22.1,12.9,17.4,3.0,1.0,4.0,20.0,25.1,,0.1,0.1,0.2,0.188,,1.1,-1.7,-0.6,0.0,West
178,Jay Humphries\humphja01,SG,31,UTA,75,1619,10.9,0.493,0.179,0.142,2.5,6.5,4.5,20.4,2.1,0.5,14.3,18.1,,0.5,1.6,2.0,0.061,,-1.0,-0.4,-1.4,0.2,West
179,Lindsey Hunter\hunteli01,PG,23,DET,82,2172,12.0,0.441,0.23199999999999998,0.159,2.4,7.3,4.8,27.7,2.8,0.3,16.1,23.0,,-1.8,1.0,-0.8,-0.017,,-1.5,-1.3,-2.9,-0.5,East
180,Bobby Hurley\hurlebo01,PG,22,SAC,19,499,8.4,0.42100000000000004,0.11,0.205,1.3,6.3,3.7,33.1,1.3,0.1,23.2,17.5,,-0.6,0.1,-0.5,-0.044000000000000004,,-4.6,-3.4,-8.0,-0.8,West
181,Jaren Jackson\jacksja01,SG,26,POR,29,187,9.5,0.429,0.069,0.161,3.4,6.7,4.9,21.5,1.0,0.7,13.1,23.4,,-0.1,0.1,0.0,0.0,,-3.8,-3.2,-6.9,-0.2,West
182,Jim Jackson\jacksji01,SG,23,DAL,82,3066,14.4,0.49700000000000005,0.042,0.242,5.8,8.7,7.1,21.5,1.4,0.6,17.4,26.5,,-0.3,0.8,0.6,0.009000000000000001,,-0.3,-1.6,-1.9,0.0,West
183,Mark Jackson\jacksma01,PG,28,LAC,79,2711,14.8,0.524,0.17300000000000001,0.28800000000000003,4.2,9.4,6.8,34.6,2.1,0.1,22.0,16.1,,2.7,1.4,4.1,0.07200000000000001,,0.3,-1.0,-0.7,0.9,West
184,Stanley Jackson\jacksst01,SG,23,MIN,17,92,17.8,0.5539999999999999,0.152,0.091,15.7,18.7,17.2,30.4,2.8,0.0,22.6,21.1,,0.1,0.1,0.2,0.102,,2.6,0.5,3.1,0.1,West
185,Dave Jamerson\jamerda01,SG,26,TOT,5,14,-8.5,0.12,0.0,0.429,0.0,31.1,15.4,8.9,0.0,0.0,10.7,28.4,,-0.1,0.0,-0.1,-0.40299999999999997,,-20.4,-4.5,-24.9,-0.1,NaN
185,Dave Jamerson\jamerda01,SG,26,UTA,1,4,-2.2,0.205,0.0,0.5,0.0,28.5,14.4,0.0,0.0,0.0,0.0,27.0,,0.0,0.0,0.0,-0.218,,-18.4,-8.5,-26.9,0.0,West
185,Dave Jamerson\jamerda01,SG,26,NJN,4,10,-11.1,0.085,0.0,0.4,0.0,32.2,15.8,12.5,0.0,0.0,14.5,29.0,,-0.1,0.0,-0.1,-0.478,,-21.2,-2.9,-24.1,-0.1,East
186,Henry James\jameshe01,PF,28,LAC,12,75,12.5,0.46399999999999997,0.429,0.11900000000000001,8.6,11.2,9.9,2.1,1.3,0.0,4.3,25.5,,0.0,0.0,0.1,0.040999999999999995,,-1.1,-6.5,-7.6,-0.1,West
187,Keith Jennings\jennike01,PG,25,GSW,76,1097,15.5,0.547,0.442,0.35100000000000003,1.6,7.1,4.4,26.1,2.9,0.0,15.8,17.6,,2.0,0.9,2.9,0.126,,1.0,-2.3,-1.3,0.2,West
188,Chris Jent\jentch01,SF,24,HOU,3,78,11.0,0.5770000000000001,0.423,0.077,6.0,14.8,10.7,14.0,0.0,0.0,15.7,18.1,,0.1,0.1,0.2,0.1,,-0.4,-1.7,-2.1,0.0,West
189,Avery Johnson\johnsav01,PG,28,GSW,82,2332,13.9,0.5329999999999999,0.017,0.349,1.9,6.2,4.1,25.3,2.3,0.2,17.1,17.8,,2.6,1.5,4.1,0.085,,-0.7,-1.6,-2.3,-0.2,West
190,Dave Johnson\johnsda01,SG,23,CHI,17,119,5.8,0.37200000000000005,0.019,0.389,8.8,6.9,7.9,5.0,1.8,0.0,12.5,26.9,,-0.3,0.1,-0.2,-0.077,,-7.8,-3.6,-11.3,-0.3,East
191,Eddie Johnson\johnsed03,SF,34,CHH,73,1460,15.9,0.527,0.203,0.172,6.2,10.6,8.5,13.8,1.2,0.3,9.6,25.6,,1.8,0.6,2.4,0.079,,1.4,-2.9,-1.5,0.2,East
192,Ervin Johnson\johnser02,C,26,SEA,45,280,16.1,0.46299999999999997,0.0,0.434,20.3,29.7,25.0,3.6,1.8,5.6,16.0,23.0,,0.0,0.7,0.7,0.114,,-4.6,0.2,-4.4,-0.2,West
193,Frank Johnson\johnsfr01,PG,35,PHO,70,875,11.6,0.49200000000000005,0.04,0.231,3.8,6.7,5.3,23.6,2.3,0.1,16.5,18.9,,0.6,0.6,1.2,0.067,,-1.7,-1.9,-3.6,-0.4,West
